Country,Version,1. Gender:,2. Age (in years):,Unnamed: 4,3. Nationality:,4. Current marital (partnership) status:,5. Do you currently care for underage children or dependent relatives?,6. The type of higher education insitution where you primarily work:,7. Subject area of the faculty (higher education institution) where you primarily work:,8. Duration of your current employment contract at the higher education institution where you primarily work:,"9. Extent of employment in higher education (in hours/week, aggregated for all higher education institutions where you work):",10. Actual average weekly working hours in higher education (in a typical semester week):,"Effort (less, more, equal)",Effort [%],Income CZK,Income EUR,Income EURO,Euro Adj.,Salary/hour,Salary effort/hour,12. Do you hold a leadership position at a higher education institution?,13. How influential are you in helping to shape key academic policies at your institution at the level of department or similar unit?,14. Do you currently have another (paid) job outside higher education?,14.1. Actual average weekly working hours outside higher education (in a typical semester week): ,14.1. Actual average weekly working hours outside higher education (in a typical semester week): .1,Academic/Non-academic,"CZ_15. Your current position at the higher education institution, where you primarily work: ","AT_15. Your current position at the higher education institution, where you primarily work: ",16. Please choose the category that best fits your job description:,17. The highest level of education attained:,18. Total length of your career in Czech higher education in years:,"1. Teaching (classroom instruction, preparation of instructional materials and lesson plans, advising students, reading and evaluating student work, examination management, etc.)","2. Research (reading literature, designing and conducting experiments, collecting and analysing data, writing articles or other scientific texts, etc.)","3. Activities related to externally funded research projects (searching for information on available funding sources, preparation of grant applications and project reports, project management and administration, etc.)","4. Organisational and administrative activities (organising and attending meetings, dealing with tasks and documents not directly related to teaching, research, or externally funded research projects, etc.)",Academic resources,Perceived autonomy,Quality of leadership,Sense of community,Burnout,Job satisfaction,"1. I don’t, because I really feel that I’m wasting my time at work.","2. To get others’ approval (e.g., supervisor, colleagues, family, students...).","3. Because others will reward me financially only if I put enough effort in my job (e.g., employer, supervisor...).",4. Because I have to prove to myself that I can.,5. Because I personally consider it important to put efforts in this job.,6. Because I have fun doing my job.,7. I do little because I don’t think this work is worth putting efforts into.,"8. Because others will respect me more (e.g., supervisor, colleagues, family, students...).","9. Because others offer me greater job security if I put enough effort in my job (e.g., employer, supervisor…).",10. Because it makes me feel proud of myself.,11. Because putting efforts in this job aligns with my personal values.,12. Because what I do in my work is exciting.,"13. I don’t know why I’m doing this job, it’s pointless work.","14. To avoid being criticized by others (e.g., supervisor, colleagues, family, students...). ",15. Because I risk losing my job if I don’t put enough effort in it.,16. Because otherwise I will feel ashamed of myself.,17. Because putting efforts in this job has personal significance to me.,18. Because the work I do is interesting.,19. Because otherwise I will feel bad about myself.,"1. For me, work is the most important part of life. ","2. As far as my professional development is concerned, I consider myself to be fairly ambitious. ","3. If necessary, I work until exhaustion.",4. My work should always be faultless.,5. I continue thinking about work problems during my leisure time.,"6. If I am not successful, I give up quickly.",7. Lack of success can give me new determination. ,8. I don’t get upset easily. ,"9. So far, my professional life has been fairly successful.",10. I have every reason to be optimistic about my future.,11. My partner (or my closest person) is understanding about my work.,12. Work is everything to me. ,13. I aspire to higher career goals than most other people.,14. I don’t go easy on myself at work.,15. I prefer to check everything three times over rather than hand in work that contains mistakes. ,16. After work I can switch off easily.  ,17. I find it difficult to cope with lack of success.,"18. If I don’t succeed at something, I remain persistent and try even harder.",19. I consider myself to be rather scatterbrained.,"20. Up to this point in my career, I have experienced more successes than disappointments. ",21. I cannot complain about my life in any way.,22. My family isn’t very interested in my problems at work.,23. I need work like the air I breathe. ,24. I have great plans for my career. ,25. I probably work more than I should. ,"26. Whatever I do, it must be perfect. ",27. Problems at work actually occupy my mind all day.,28. Failures at work can easily discourage me.,"29. Lack of success doesn’t bring me down, but makes me to try even harder.",30. The hustle and bustle around me doesn’t affect me.,"31. So far, I have succeeded at almost everything in my professional development.  ","32. So far, I can be satisfied with my life. ",33. I would like my partner (or my closest person) to have more consideration for my work duties and challenges.,34. I wouldn’t know how to live without work. ,35. Professional success is an important aim in my life. ,36. I tend to overwork.,37. I don’t consider my work to be finished until I am completely satisfied with the result. ,38. My thoughts revolve around work almost exclusively.,"39. When I’m unsuccessful at work, it makes me feel very down.","40. If I don’t succeed at something, that just makes me all the more determined.",41. I can be calm and collected in almost all situations. ,42. My life up till now has been characterized by professional success. ,"43. By and large, I am happy and content. ",44. I have the full support of my family. ,What bothers you most about your work at a higher education institution at the moment? What do you like most?
2,4,1.0,33.0,2.0,French,2.0,1.0,1.0,5.0,1.0,40,40.0,1.0,100.0,60000.0,,2499.5834027662054,2769.5384102649555,69.23846025662388,69.23846025662388,2.0,3.0,1.0,,0.0,2,4.0,,,,,20.0,20.0,10.0,10,13,26,5,5,20,11,2.0,6.0,6.0,6.0,6.0,3.0,2.0,6.0,5.0,4.0,5.0,3.0,2.0,6.0,3.0,7.0,4.0,4.0,7.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,
2,4,2.0,43.0,2.0,Ukraine ,1.0,1.0,1.0,5.0,1.0,50,60.0,3.0,120.0,,,,,,,1.0,2.0,1.0,,0.0,2,4.0,,,,,27.5,15.0,5.0,5,24,24,14,10,13,18,2.0,2.0,5.0,6.0,6.0,6.0,1.0,4.0,6.0,6.0,6.0,5.0,1.0,3.0,7.0,3.0,6.0,6.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,"Salary is my biggest problem. I have a part-time job that I want to leave to focus on my professional development, but I cannot because I have a mortgage and I need to keep both of the jobs. This puts a lot of stress on me. Also, I was heading towards habilitation, but I learned, that my publications prior to shifting to the Czech Republic are useless cancelling 16 years of my work and effort. Because of this situation I am very stressed and unhappy. Otherwise, the job gives me freedom and creativity that I enjoy. "
2,4,1.0,35.0,2.0,Russian,3.0,1.0,1.0,1.0,1.0,40,40.0,1.0,100.0,90000.0,,3749.3751041493083,4154.307615397433,103.85769038493584,103.85769038493584,3.0,1.0,1.0,,0.0,2,4.0,,,,,10.0,10.0,12.0,8,21,21,18,12,14,20,1.0,3.0,5.0,5.0,6.0,5.0,2.0,3.0,5.0,5.0,6.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,"1) Issues:
- Lack of stable funding. I have to struggle to obtain funding to cover my position and every PhD student's salary in my team, which means constantly applying for grants. This automatically puts me in a disadvantageous position with researchers from other countries, who get institutional support not only for their position but also for several PhD students. Moreover, I cannot plan any high-risk long-term projects because of that.
- Lack of training and support in teaching from the university. I basically had to learn how to set up, organise, and administrate my course myself - including how to interact with the study department, scheduling, etc. I wasted quite a lot of time I could be spending on research.
- Our intranet systems for both teaching and project/HR management are an absolute nightmare, with vague naming, overwhelmingly excessive functionality, and multiple buttons doing the same thing.

2) The things I like the most 
- Discussions with talented students. they often offer a fresh perspective and challenge my views. 
- Constantly learning new things.
- Knowing my work can bring new technologies and discoveries for the benefit of all of us."
2,4,2.0,47.0,2.0,Austria,3.0,1.0,1.0,5.0,3.0,40,60.0,3.0,150.0,41000.0,,1708.0486585569072,1892.517913681053,47.312947842026325,31.54196522801755,1.0,1.0,1.0,,0.0,2,4.0,,,,,30.0,30.0,0.0,0,13,19,4,5,16,13,2.0,2.0,1.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,7.0,4.0,5.0,1.0,2.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,"Income not sufficient for survival / ""freedom"" in research"
2,4,1.0,25.0,2.0,Serbian,1.0,2.0,1.0,6.0,2.0,40,40.0,1.0,100.0,55000.0,,2291.2847858690216,2538.743542742876,63.468588568571896,63.468588568571896,1.0,4.0,1.0,,0.0,2,4.0,,,,,11.0,21.0,3.5,2.5,23,25,17,11,8,19,1.0,2.0,4.0,2.0,6.0,7.0,1.0,1.0,6.0,7.0,7.0,6.0,1.0,1.0,3.0,1.0,7.0,7.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,
2,4,2.0,35.0,2.0,Ukrainian,2.0,1.0,3.0,6.0,2.0,25,,,,,,,,,,1.0,1.0,2.0,40.0,40.0,2,4.0,,,,,30.0,10.0,10.0,10,27,31,17,13,20,16,4.0,3.0,3.0,4.0,7.0,7.0,4.0,3.0,4.0,7.0,6.0,5.0,2.0,2.0,5.0,6.0,7.0,6.0,6.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,
2,4,1.0,40.0,,,2.0,1.0,1.0,5.0,2.0,40,40.0,1.0,100.0,29000.0,,1208.131978003666,1338.610231628062,33.46525579070155,33.46525579070155,1.0,2.0,1.0,,0.0,2,4.0,,,,,,,,,15,20,5,5,13,13,2.0,1.0,4.0,7.0,7.0,7.0,2.0,2.0,3.0,7.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,7.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,
2,4,2.0,42.0,2.0,Austria,1.0,2.0,1.0,5.0,1.0,40,40.0,1.0,100.0,,900,900.0,997.2,24.93,24.93,1.0,2.0,2.0,20.0,20.0,2,5.0,,,,,10.0,20.0,5.0,5,8,23,11,10,7,9,1.0,2.0,1.0,4.0,7.0,7.0,1.0,5.0,2.0,7.0,7.0,7.0,1.0,1.0,1.0,4.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,"1. lack of money and therefore resources, such as software, hardware equipment, being able to pay participants for my research...
2. also lack of money for conferences and open-access publications is harming my career
3. the Czech academic system is not merit-based. I see the majority of my colleagues not publishing much and getting away with it on permanent as well as non-permanent positions. No incentive to succeed at academic work leads to people not doing much academic work, beside from teaching"
2,4,1.0,59.0,2.0,usa,3.0,1.0,1.0,1.0,1.0,40,80.0,3.0,200.0,42000.0,,1749.7083819363438,1938.6768871854688,48.46692217963672,24.23346108981836,1.0,3.0,1.0,,0.0,2,5.0,,,,,8.0,70.0,5.0,0,17,28,11,14,19,13,1.0,2.0,2.0,6.0,6.0,7.0,1.0,2.0,4.0,4.0,7.0,7.0,1.0,1.0,2.0,4.0,7.0,7.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,Hypercompetition for the resources required to do science
2,4,1.0,48.0,,,1.0,2.0,1.0,1.0,1.0,40,55.0,3.0,137.5,77000.0,,3207.7987002166306,3554.2409598400263,88.85602399600066,64.6225629061823,3.0,1.0,1.0,,0.0,2,5.0,,,,,16.0,37.0,1.0,1,14,23,9,7,14,9,4.0,2.0,2.0,,5.0,4.0,2.0,4.0,3.0,6.0,6.0,4.0,1.0,1.0,5.0,6.0,6.0,6.0,3.0,5.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,politics
2,4,1.0,,2.0,Western European,,,1.0,5.0,1.0,40,55.0,3.0,137.5,47500.0,,1978.836860523246,2192.551241459757,54.81378103649392,39.864568026541036,1.0,2.0,1.0,,0.0,2,5.0,,,,,12.0,8.0,10.0,14,13,22,6,5,14,12,2.0,2.0,2.0,2.0,6.0,4.0,2.0,3.0,3.0,4.0,6.0,5.0,1.0,2.0,3.0,6.0,6.0,6.0,6.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,"Main issues: the high level of conflictuality; unfair evaluation and treatment by the head of the department and his envious vice-head; abuse of power; intimidatory environment.
What I like: nice students (90% are); freedom in research (despite someone tries to marginalise me in the department)"
2,4,1.0,48.0,2.0,German,3.0,1.0,1.0,1.0,1.0,40,40.0,1.0,100.0,63000.0,,2624.562572904516,2908.015330778204,72.7003832694551,72.7003832694551,1.0,1.0,1.0,,0.0,2,5.0,,,,,8.0,32.0,0.0,0,17,23,9,8,12,17,1.0,4.0,2.0,2.0,6.0,6.0,1.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,5.0,7.0,6.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,4.0,"I'm mainly bothered by the strong focus on evaluations, performance metrics, and publication counts here in the Czech republic. It's detrimental to good research."
